X.SampleID	SampleID_fromonline	Country	City	location	CollectionDate	Latitude	Longitude	Season	LocalityID	SeqType	Continent	Dataset	NoOfFlies	SRA_accession	SRA_experiment	SeqPlatform	SampleType	sex	Year	YearDay	Prop_D_simulanscontamination	SNAPEoutlierstatus	ln2lt	ln2rlns	ln3lp	In_3R_C	In_3R_K	In_3R_Mo	In_3R_Payne	WeatherStationID	DistToWeatherStation_km_	bio1_Annual_Mean_Temperature_	bio2_Mean_Diurnal_Range__Mean_of_monthly_max_temp.min_temp__	bio3_Isothermality	bio4_Temperature_Seasonality__	bio5_Max_Temperature_of_Warmest_Month_	bio6_Min_Temperature_of_Coldest_Month_	bio7_Temperature_Annual_Range__bio5.bio6__	bio8_Mean_Temperature_of_Wettest_Quarter_	bio9_Mean_Temperature_of_Driest_Quarter_	bio10_Mean_Temperature_of_Warmest_Quarter_	bio11_Mean_Temperature_of_Coldest_Quarter_	bio12_Annual_Precipitation_	bio13_Precipitation_of_Wettest_Month_	bio14_Precipitation_of_Driest_Month_	bio15_Precipitation_Seasonality__Coefficient_of_Variation__	bio16_Precipitation_of_Wettest_Quarter_	bio17_Precipitation_of_Driest_Quarter_	bio18_Precipitation_of_Warmest_Quarter_	bio19_Precipitation_of_Coldest_Quarter_	tmin1_Jan_	tmin2_Feb_	tmin3_Mar_	tmin4_Apr_	tmin5_May_	tmin6_Jun_	tmin7_Jul_	tmin8_Aug_	tmin9_Sep_	tmin10_Oct_	tmin11_Nov_	tmin12_Dec_	tmax1_Jan_	tmax2_Feb_	tmax3_Mar_	tmax4_Apr_	tmax5_May_	tmax6_Jun_	tmax7_Jul_	tmax8_Aug_	tmax9_Sep_	tmax10_Oct_	tmax11_Nov_	tmax12_Dec_	prec1_Jan_	prec2_Feb_	prec3_Mar_	prec4_Apr_	prec5_May_	prec6_Jun_	prec7_Jul_	prec8_Aug_	prec9_Sep_	prec10_Oct_	prec11_Nov_	prec12_Dec_	MaxTemp	MinTemp	AvgTemp	MaxcDHI	AvgcDHI	MaxcDNI	AvgcDNI	MaxcGHI	AvgcGHI	MaxDP	MinDP	AvgDP	MaxDHI	AvgDHI	MaxFF	AvgFF	MaxRH	MinRH	AvgRH	MaxSZA	MinSZA	AvgSZA	MaxSA	MinSA	AvgSA	MaxPress	MinPress	AvgPres	MaxPW	MinPW	AvgPW	MaxWD	MinWD	AvgWD	MaxWS	MinWS	AvgWS	MaxUVO	AvgUVO	MaxUVI	AvgUVI
SRR3939054	CA_pl_12_fall	USA	Placerville	NA	41146	38.74	-120.74	fall	CA_pl	pooled	NorthAmerica	DrosRTEC	100	SRR3939054	SRX1968283	Illumina HiSeq 2000	wild	male	2012	238	0.012434303	Keep	0.04	0.02	0	0.01	0	0.02	0.02	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181	32.3	15.2	23.3083333333333	101	42.6666666666667	941	409.541666666667	921	301.958333333333	5.8	0.6	2.69583333333333	101	42.6666666666667	0	0	45.81	14.57	27.7158333333333	130.38	28.88	81.8858333333333	0.15	0.15	0.15	929	927	928.25	2	1.4	1.74166666666667	260	132	207.791666666667	1.9	0.7	1.15	55.9383	17.5318666666667	44.0196	13.7481666666667
SRR3939102	CA_pl_12_frost	USA	Placerville	NA	41231	38.74	-120.74	frost	CA_pl	pooled	NorthAmerica	DrosRTEC	56	SRR3939102	SRX1968331	Illumina HiSeq 2000	wild	male	2012	323	0.004123467	Keep	0.03	0.03	0	0.01	0.02	0.02	0.01	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181	10	5.2	8.05	94	28.625	19	0.791666666666667	149	31.0416666666667	7.6	4.1	6.15833333333333	149	30.875	7	0.583333333333333	97.63	74.44	88.1283333333333	160.43	58.32	104.93375	0.14	0.13	0.133333333333333	937	931	934.333333333333	1.8	1.3	1.48333333333333	247	83	167.083333333333	1.8	0.3	0.879166666666667	8.2622	1.5956375	6.4566	1.2401625
SRR1525697	NC_ra_03_n	USA	Raleigh	NA	2003	35.77	-78.63	NA	NC_ra	pooled	NorthAmerica	DrosRTEC	92	SRR1525697	SRX661836	Illumina HiSeq 2000	inbred	male	2003	NA	0.005470531	Keep	0.11	0.08	0.02	0.01	0.04	0.13	0.01	USC00317074	6.637753218	154	126	37	7540	317	-15	332	249	108	249	54	1142	118	76	13	331	246	331	278	-15	-3	38	82	132	177	199	195	157	89	43	2	102	121	169	225	264	300	317	310	280	225	175	120	95	97	103	76	106	100	118	113	88	79	81	86	30.3	18.6	25.0166666666667	181	73.4583333333333	779	154.833333333333	871	253.875	21.3	14	17.8125	476	143.833333333333	7	0.875	100	39.13	68.7104166666667	120.77	12.7	72.8575	0.16	0.16	0.16	1010	1007	1008.91666666667	5.2	2	3.35	169	77	113.416666666667	1.3	0.4	0.916666666666667	53.0857	14.9738916666667	41.7838	11.7595
SRR8439112	GS_Sai_15_2	Guadeloupe	Saint Francois	NA	42361	16.25	-61.28	fall	GS_Sai	pooled	Europe	DrosEU	40	SRR8439112	SRX5246596	HiSeq X Ten	wild	male	2015	357	0.003843954	Keep	0.04	0.01	0.07	0.02	0.08	0	0.4	MBM00078922	169.5360995	259	77	71	1083	308	201	107	268	243	270	243	1262	167	45	35	453	162	358	162	201	201	202	215	227	235	235	235	232	229	223	211	284	284	289	298	299	303	305	308	306	302	301	289	65	45	52	71	111	102	117	139	147	167	126	120	27.5	26.8	27.0833333333333	105	37.7083333333333	513	145.541666666667	680	174.458333333333	23.3	22	22.5666666666667	330	89.8333333333333	7	0.291666666666667	81.19	72.77	76.4191666666667	170.57	40.16	99.3516666666667	0.19	0.19	0.19	1025	1022	1023.125	3.1	2.8	2.925	84	72	77.0833333333333	8.2	6.8	7.4125	40.4469	9.96996666666667	31.7855	7.80850416666667
SRR3939083	PA_st_14_fall	USA	State College	State College, PA	41928	40.793395	-77.860001	fall	PA_st	pooled	NorthAmerica	DrosRTEC	67	SRR3939083	SRX1968312	Illumina HiSeq 4000	wild	male	2014	289	0.004217065	Keep	0.23	0.11	0.01	0.01	0	0.05	0.06	USC00368449	0.607668177	95	112	30	8884	283	-79	362	187	-23	207	-23	982	105	63	15	296	197	286	197	-79	-70	-25	30	82	130	154	145	107	46	4	-48	8	24	81	152	215	261	283	272	230	167	97	30	63	65	83	78	95	105	96	85	85	74	84	69	19.6	10.8	14.1208333333333	104	34.0416666666667	550	33.4583333333333	360	70.1666666666667	13.5	10.1	11.6041666666667	296	59.3333333333333	7	1.16666666666667	100	54.41	86.6895833333333	147.84	50.21	97.1783333333333	0.18	0.16	0.164166666666667	967	965	965.791666666667	2.5	1.4	2.0875	180	180	180	0	0	0	20.7812	3.86686666666667	16.2954	3.01671666666667
SRR3939084	PA_st_14_spring	USA	State College	State College, PA	41808	40.793395	-77.860001	spring	PA_st	pooled	NorthAmerica	DrosRTEC	45	SRR3939084	SRX1968313	Illumina HiSeq 4000	wild	male	2014	169	0.003966653	Keep	0.21	0.04	0.01	0.01	0	0.06	0.04	USC00368449	0.607668177	95	112	30	8884	283	-79	362	187	-23	207	-23	982	105	63	15	296	197	286	197	-79	-70	-25	30	82	130	154	145	107	46	4	-48	8	24	81	152	215	261	283	272	230	167	97	30	63	65	83	78	95	105	96	85	85	74	84	69	27.6	20.7	23.8	161	69.4166666666667	853	193.916666666667	911	249.333333333333	23.4	19.3	21.1166666666667	471	116.708333333333	7	0.291666666666667	100	63.24	86.2304166666667	115.66	17.78	71.59875	0.18	0.18	0.18	976	973	975.291666666667	4.2	3.6	3.92916666666667	314	180	197.875	0.1	0	0.00416666666666667	55.684	14.5285833333333	43.8367	11.4030666666667
SRR3939089	PA_st_15_spring	USA	State College	State College, PA	42203	40.793395	-77.860001	spring	PA_st	pooled	NorthAmerica	DrosRTEC	47	SRR3939089	SRX1968318	Illumina HiSeq 4000	wild	male	2015	199	0.003639933	Keep	0.14	0.03	0	0.01	0.02	0.1	0.07	USC00368449	0.607668177	95	112	30	8884	283	-79	362	187	-23	207	-23	982	105	63	15	296	197	286	197	-79	-70	-25	30	82	130	154	145	107	46	4	-48	8	24	81	152	215	261	283	272	230	167	97	30	63	65	83	78	95	105	96	85	85	74	84	69	28.5	20.1	23.9375	189	76.2083333333333	802	208.75	916	268.041666666667	25.3	20.1	22.8083333333333	421	117.083333333333	7	0.583333333333333	100	77.46	93.8541666666667	118.05	19.99	73.4304166666667	0.18	0.18	0.18	974	972	973.25	4.8	3.4	4.275	180	180	180	0	0	0	56.2005	15.7791541666667	44.2533	12.3881041666667
SRR3939047	CA_st_13_fall	USA	Stockton	NA	41520	38.02	-121.2	fall	CA_st	pooled	NorthAmerica	DrosRTEC	72	SRR3939047	SRX1968276	Illumina HiSeq 2000	wild	male	2013	246	0.011766673	Keep	0.04	0.02	0	0.01	0	0	0	USC00048560	10.5949705	159	148	47	5894	337	27	310	82	231	231	82	394	77	1	83	201	6	6	201	28	44	56	75	102	128	145	141	127	92	53	27	119	159	187	225	270	308	337	330	306	255	175	122	77	62	59	35	10	3	1	2	7	21	55	62	32.3	15.7	22.6708333333333	88	36.7916666666667	943	401.791666666667	893	285.833333333333	14.4	5.8	10.5625	88	36.7916666666667	0	0	90.29	19.33	54.03	134.22	31.31	84.37125	0.16	0.16	0.16	1004	1001	1002.83333333333	3.5	2.2	2.57916666666667	271	241	256.5	4.8	2	2.9875	54.0407	16.328575	42.5166	12.8053208333333
SRR3939081	CA_st_12_fall	USA	Stockton	NA	41183	38.02	-121.2	fall	CA_st	pooled	NorthAmerica	DrosRTEC	100	SRR3939081	SRX1968310	Illumina HiSeq 2000	wild	male	2012	275	0.014883226	Keep	0.01	0.01	0.01	0.01	0.01	0	0	USC00048560	10.5949705	159	148	47	5894	337	27	310	82	231	231	82	394	77	1	83	201	6	6	201	28	44	56	75	102	128	145	141	127	92	53	27	119	159	187	225	270	308	337	330	306	255	175	122	77	62	59	35	10	3	1	2	7	21	55	62	38.2	16.4	25.6625	117	42.625	886	342.25	776	228.583333333333	3.1	-3.7	-0.00416666666666666	117	42.625	0	0	37.55	6.99	21.7841666666667	145.32	41.95	92.7545833333333	0.15	0.15	0.15	1005	1000	1002.54166666667	1.4	1.2	1.28333333333333	325	249	290.958333333333	2.9	0.4	1.3125	45.9545	12.8074541666667	36.1026	10.0250583333333
SRR3939100	CA_st_12_frost	USA	Stockton	NA	41228	38.02	-121.2	frost	CA_st	pooled	NorthAmerica	DrosRTEC	58	SRR3939100	SRX1968329	Illumina HiSeq 2000	wild	male	2012	320	0.028931154	Keep	0	0.01	0	0	0	0	0.02	USC00048560	10.5949705	159	148	47	5894	337	27	310	82	231	231	82	394	77	1	83	201	6	6	201	28	44	56	75	102	128	145	141	127	92	53	27	119	159	187	225	270	308	337	330	306	255	175	122	77	62	59	35	10	3	1	2	7	21	55	62	23.2	8.7	14.4958333333333	96	29.5	863	101.5	517	93	3.6	-3.7	0.5	245	45.7083333333333	7	0.583333333333333	56.53	16.39	41.3791666666667	160.37	56.91	104.259583333333	0.13	0.13	0.13	1006	1003	1004.25	1.7	0.9	1.17083333333333	273	131	164.5	2.8	0.2	1.25	28.551	4.88940833333333	22.3029	3.81346666666667
SRR3939091	ON_su_15_spring	Canada	Sudbury	NA	42219	46.53	-80.96	spring	ON_su	pooled	NorthAmerica	DrosRTEC	108	SRR3939091	SRX1968320	Illumina HiSeq 4000	wild	male	2015	215	0.003533755	Keep	0.14	0.01	0	0.04	0	0.05	0.02	CA006068145	16.80056936	41	105	24	11015	249	-182	431	124	-43	176	-108	831	98	50	18	254	165	231	174	-182	-166	-107	-21	46	103	132	122	77	25	-37	-132	-71	-51	1	88	170	223	249	231	178	113	31	-42	60	50	57	58	64	77	73	81	98	75	74	64	22.3	12	16.4416666666667	102	42.2916666666667	879	194.333333333333	698	228.708333333333	14.6	11.8	12.8833333333333	433	116.791666666667	7	0.583333333333333	100	52.63	81.7125	115.89	29.07	75.2945833333333	0.16	0.16	0.16	975	968	971.333333333333	2.7	1.6	2.31666666666667	336	245	269.708333333333	0.9	0.3	0.625	41.7065	13.193625	32.7854	10.3424125
SRR3939092	ON_su_15_fall	Canada	Sudbury	NA	42277	46.53	-80.96	fall	ON_su	pooled	NorthAmerica	DrosRTEC	110	SRR3939092	SRX1968321	Illumina HiSeq 4000	wild	male	2015	273	0.003418816	Keep	0.14	0.04	0	0.02	0.01	0.05	0.04	CA006068145	16.80056936	41	105	24	11015	249	-182	431	124	-43	176	-108	831	98	50	18	254	165	231	174	-182	-166	-107	-21	46	103	132	122	77	25	-37	-132	-71	-51	1	88	170	223	249	231	178	113	31	-42	60	50	57	58	64	77	73	81	98	75	74	64	13.2	2.2	7	68	25.75	970	395.041666666667	698	206.583333333333	2.3	-2.1	-0.458333333333333	68	25.75	0	0	88.81	35.18	62.75875	136.01	49.51	92.3966666666667	0.15	0.15	0.15	997	990	993.125	0.7	0.6	0.675	40	4	24.1666666666667	1.2	0.4	0.6875	40.3955	11.2529375	31.682	8.7879375
SRR8061818	WA_se_14_spring	USA	Tacoma	NA	41835	47.23713	-122.39627	spring	WA_se	pooled	NorthAmerica	DrosRTEC	70	SRR8061818	SRX4891300	Illumina HiSeq 2000	wild	male	2014	196	0.002436539	Keep	0.08	0.02	0	0.04	0	0.05	0.02	USC00458278	1.645607308	105	106	43	4966	247	1	246	48	169	169	44	1015	155	21	56	461	92	92	417	1	12	18	38	65	95	108	108	88	56	26	11	71	99	118	150	187	216	247	245	216	161	105	78	155	108	99	71	45	41	21	30	47	92	152	154	28.8	16.5	22.9708333333333	111	52.4583333333333	903	347.333333333333	920	303.041666666667	19.1	14.5	16.5166666666667	325	71.375	1	0.166666666666667	92.46	49.51	68.7491666666667	111.17	25.98	71.8733333333333	0.15	0.15	0.15	1011	1008	1009.66666666667	3.1	1.9	2.36666666666667	138	4	51.8333333333333	0.9	0.1	0.391666666666667	56.0915	17.50155	44.1506	13.7380166666667
SRR3939085	KA_to_14_fall	USA	Topeka	NA	41934	39.202831	-95.741527	fall	KA_to	pooled	NorthAmerica	DrosRTEC	48	SRR3939085	SRX1968314	Illumina HiSeq 4000	wild	male	2014	295	0.003835555	Keep	0.22	0.02	0.01	0.02	0.02	0.07	0.12	USC00148171	17.40114088	123	124	30	9828	320	-84	404	223	-10	245	-10	905	136	26	46	349	87	329	87	-84	-55	-4	60	118	170	196	183	135	71	1	-57	29	63	123	191	244	291	320	312	267	207	120	50	26	26	60	78	116	136	97	96	108	76	51	35	24.4	10.8	17.0291666666667	97	32.0416666666667	884	245.958333333333	647	163.333333333333	15.8	9.4	12.8875	210	42.2916666666667	7	0.583333333333333	97.32	55.99	78.1804166666667	151.39	50.68	98.7270833333333	0.17	0.17	0.17	983	979	981.208333333333	3.7	2.1	2.59583333333333	186	136	162.041666666667	4.6	2.9	3.76666666666667	37.2827	8.83806666666667	29.2309	6.9045
SRR3939086	KA_to_14_spring	USA	Topeka	NA	41812	39.0913433	-95.6246509	spring	KA_to	pooled	NorthAmerica	DrosRTEC	72	SRR3939086	SRX1968315	Illumina HiSeq 4000	wild	male	2014	173	0.003842073	Keep	0.2	0.07	0	0.01	0.03	0.04	0.07	USW00013996	2.095700453	124	122	30	9783	320	-81	401	224	-7	246	-7	900	136	25	45	349	87	331	87	-81	-51	-2	62	120	173	198	185	137	73	2	-54	30	65	123	192	244	292	320	312	267	207	120	52	25	27	60	80	114	136	99	96	103	75	50	35	30.4	21.7	26.1458333333333	153	66.5	827	304.333333333333	922	317.583333333333	24.8	20.9	22.2458333333333	471	106.833333333333	7	0.583333333333333	98.95	61.26	80.4033333333333	117.47	15.7	71.98875	0.18	0.18	0.18	980	977	978.416666666667	4.6	3.6	4.12083333333333	323	170	226.5	4	0.3	2.1375	56.5201	18.6332333333333	44.5027	14.6287458333333
SRR3939044	CA_tu_13_spring	USA	Tuolumne	NA	41408	37.97	-120.26	spring	CA_tu	pooled	NorthAmerica	DrosRTEC	98	SRR3939044	SRX1968273	Illumina HiSeq 2000	wild	male	2013	134	0.005379129	Keep	0.02	0.01	0	0.01	0	0	0.01	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169	26.8	12.8	19.5708333333333	170	61.2083333333333	898	318.791666666667	973	309.083333333333	10.1	6.4	8.175	421	106.333333333333	7	0.291666666666667	65.57	30.62	49.9495833333333	122.82	20.06	75.6429166666667	0.12	0.12	0.12	913	911	912.083333333333	2.4	1.4	1.725	322	98	217.958333333333	1.6	0.4	1.0375	59.6741	17.910625	46.9874	14.058275
SRR3939046	CA_tu_13_fall	USA	Tuolumne	NA	41517	37.97	-120.26	fall	CA_tu	pooled	NorthAmerica	DrosRTEC	100	SRR3939046	SRX1968275	Illumina HiSeq 2000	wild	male	2013	243	0.01073773	Keep	0.07	0.01	0.01	0.01	0.01	0.01	0.06	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169	32.6	19.5	24.9291666666667	446	131.208333333333	460	146.416666666667	723	227.041666666667	8	3.5	5.32083333333333	446	130.791666666667	5	0.416666666666667	40.58	17.72	29.5270833333333	133.28	30.32	83.5366666666667	0.14	0.14	0.14	915	912	913.833333333333	2.6	2.1	2.44166666666667	295	27	187.291666666667	1.5	0.4	0.920833333333333	43.8135	13.2288708333333	34.4733	10.3751791666667
SRR3939049	CA_tu_13_frost	USA	Tuolumne	NA	41616	37.97	-120.26	frost	CA_tu	pooled	NorthAmerica	DrosRTEC	100	SRR3939049	SRX1968278	Illumina HiSeq 2000	wild	male	2013	342	0.00421131	Keep	0.05	0.01	0.01	0.01	0.01	0.01	0.02	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169	2	-7.8	-4.36666666666667	78	23.7083333333333	928	256.416666666667	528	122.708333333333	-6.1	-14.4	-11.025	78	24.7083333333333	7	0.291666666666667	75.03	47.2	60.1925	164.06	60.98	107.192916666667	0.76	0.14	0.346666666666667	916	913	914.916666666667	0.5	0.2	0.358333333333333	280	25	135.791666666667	1	0.5	0.758333333333333	28.9385	6.4016125	22.5891	4.9756125
SRR3939093	CA_tu_12_fall	USA	Tuolumne	NA	41192	37.97	-120.26	fall	CA_tu	pooled	NorthAmerica	DrosRTEC	116	SRR3939093	SRX1968322	Illumina HiSeq 2000	wild	male	2012	284	0.009162605	Keep	0.07	0.02	0	0.01	0.03	0.01	0.01	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169	22	8.4	14.4125	107	38.25	910	245.833333333333	744	178.166666666667	4.9	1.1	3.36666666666667	205	42.4166666666667	0	0	72.6	25.42	50.9958333333333	148.98	45.17	95.415	0.15	0.15	0.15	911	909	910.25	1.9	1.1	1.42916666666667	344	23	186.25	1.4	0.4	0.879166666666667	43.6711	10.011375	34.2873	7.83655416666667
SRR3939101	CA_tu_12_frost	USA	Tuolumne	NA	41230	37.97	-120.26	frost	CA_tu	pooled	NorthAmerica	DrosRTEC	60	SRR3939101	SRX1968330	Illumina HiSeq 2000	wild	male	2012	322	0.006575384	Keep	0.08	0.03	0	0.01	0	0.01	0.02	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169	11	6.4	8.97083333333333	82	24.9166666666667	478	20.6666666666667	111	18.375	9.1	5.5	7.57916666666667	106	15.6666666666667	7	0.291666666666667	95.11	86.72	91.0504166666667	161.04	57.29	104.612083333333	0.13	0.13	0.13	913	911	911.5	2.1	1.3	1.75833333333333	227	130	151.125	2.5	0.3	1.4	5.5102	0.747195833333333	4.2466	0.580454166666667
SRR3939094	IL_ur_15_spring	USA	Urbana	NA	42196	40.11	-88.21	spring	IL_ur	pooled	NorthAmerica	DrosRTEC	184	SRR3939094	SRX1968323	Illumina HiSeq 4000	wild	male	2015	192	0.004545687	Keep	0.18	0.04	0	0.03	0.05	0.05	0.03	USC00118740	3.882611327	108	112	29	9832	298	-86	384	210	-25	229	-25	968	112	48	24	313	163	303	163	-86	-63	-11	49	107	159	180	167	125	62	0	-56	3	30	93	170	233	283	298	288	257	190	101	28	51	48	77	99	100	101	112	90	81	70	75	64	26.2	17.3	22.45	232	97.0416666666667	409	74.8333333333333	785	183.166666666667	24.3	16.6	20.9125	412	131.916666666667	7	0.291666666666667	100	77.53	91.4525	117.55	18.99	72.7779166666667	0.18	0.18	0.18	995	989	992.208333333333	5.1	3.7	4.5875	235	146	171.166666666667	3.2	0.7	2.12083333333333	48.1948	10.5996208333333	37.951	8.322775
