#SampleID	SampleID_fromonline	Country	City	State	location	CollectionDate	Latitude	Longitude	Season	LocalityID	SeqType	Continent	Dataset	NoOfFlies	SRA_accession	SRA_experiment	SeqPlatform	SampleType	sex	Year	YearDay	Prop_D_simulanscontamination	SNAPEoutlierstatus	ln2lt	ln2rlns	ln3lp	In_3R_C	In_3R_K	In_3R_Mo	In_3R_Payne	WeatherStationID	DistToWeatherStation_km_	bio1_Annual_Mean_Temperature_	bio2_Mean_Diurnal_Range__Mean_of_monthly_max_temp-min_temp__	bio3_Isothermality	bio4_Temperature_Seasonality__	bio5_Max_Temperature_of_Warmest_Month_	bio6_Min_Temperature_of_Coldest_Month_	bio7_Temperature_Annual_Range__bio5-bio6__	bio8_Mean_Temperature_of_Wettest_Quarter_	bio9_Mean_Temperature_of_Driest_Quarter_	bio10_Mean_Temperature_of_Warmest_Quarter_	bio11_Mean_Temperature_of_Coldest_Quarter_	bio12_Annual_Precipitation_	bio13_Precipitation_of_Wettest_Month_	bio14_Precipitation_of_Driest_Month_	bio15_Precipitation_Seasonality__Coefficient_of_Variation__	bio16_Precipitation_of_Wettest_Quarter_	bio17_Precipitation_of_Driest_Quarter_	bio18_Precipitation_of_Warmest_Quarter_	bio19_Precipitation_of_Coldest_Quarter_	tmin1_Jan_	tmin2_Feb_	tmin3_Mar_	tmin4_Apr_	tmin5_May_	tmin6_Jun_	tmin7_Jul_	tmin8_Aug_	tmin9_Sep_	tmin10_Oct_	tmin11_Nov_	tmin12_Dec_	tmax1_Jan_	tmax2_Feb_	tmax3_Mar_	tmax4_Apr_	tmax5_May_	tmax6_Jun_	tmax7_Jul_	tmax8_Aug_	tmax9_Sep_	tmax10_Oct_	tmax11_Nov_	tmax12_Dec_	prec1_Jan_	prec2_Feb_	prec3_Mar_	prec4_Apr_	prec5_May_	prec6_Jun_	prec7_Jul_	prec8_Aug_	prec9_Sep_	prec10_Oct_	prec11_Nov_	prec12_Dec_
SRR3590559	NY_it_12_spring	USA	Ithaca	New York	"Ithaca, NY"	41115	42.44	-76.5	spring	NY_it	pooled	NorthAmerica	DrosRTEC	30	SRR3590559	SRX1801504	Illumina HiSeq 2000	wild	male	2012	207	0.00526673	Keep	0.16	0.05	0	0.01	0.07	0.07	0	USC00304174	4.30252227	83	114	31	9016	273	-94	367	196	-28	196	-37	897	96	49	19	267	161	267	164	-94	-91	-44	12	65	116	142	134	95	37	-3	-62	-1	10	59	133	198	248	273	264	222	161	89	22	49	50	62	76	82	96	87	84	87	78	81	65
SRR8494471	RS_Kal_16_29	Serbia	Kalna	NA	NA	42626	43.4	22.42	fall	RS_Kal	pooled	Europe	DrosEU	40	SRR8494471	SRX5298996	HiSeq X Ten	wild	male	2016	257	0.004488789	Keep	0.13	0.03	0.04	0.04	0	0.03	0	RIE00100814	42.79859358	98	100	32	7251	260	-44	304	171	17	188	2	624	73	41	20	201	128	175	138	-44	-26	5	43	87	118	131	129	96	57	10	-20	23	47	102	151	198	235	258	260	224	163	83	36	43	41	44	52	72	73	56	46	44	43	56	54
SRR8494479	RS_Kal_16_28	Serbia	Kalna	NA	NA	42551	43.4	22.42	spring	RS_Kal	pooled	Europe	DrosEU	40	SRR8494479	SRX5298988	HiSeq X Ten	wild	male	2016	182	0.003846885	Keep	0.07	0.01	0.01	0.02	0	0.01	0	RIE00100814	42.79859358	98	100	32	7251	260	-44	304	171	17	188	2	624	73	41	20	201	128	175	138	-44	-26	5	43	87	118	131	129	96	57	10	-20	23	47	102	151	198	235	258	260	224	163	83	36	43	41	44	52	72	73	56	46	44	43	56	54
SRR8494448	UA_Kan_16_57	Ukraine	Kaniv	NA	NA	42559	49.72	31.53	spring	UA_Kan	pooled	Europe	DrosEU	40	SRR8494448	SRX5299019	HiSeq X Ten	wild	male	2016	190	0.004049036	Keep	0.17	0.05	0.07	0.02	0	0.03	0.06	UPM00033466	38.69129353	79	84	24	9217	256	-82	338	194	-32	194	-40	567	77	32	28	204	107	204	122	-82	-75	-32	41	101	136	150	139	90	40	-7	-47	-23	-13	37	135	206	241	256	248	195	125	48	3	39	36	32	45	45	72	77	55	44	33	42	47
SRR5647771	DK_Kar_14_41	Denmark	Karensminde	NA	NA	41968	55.945128	10.212586	fall	DK_Kar	pooled	Europe	DrosEU	40	SRR5647771	SRX2885337	NextSeq 500	wild	male	2014	329	0.00483508	Keep	0.05	0.04	0	0.02	0	0.03	0	DAE00100980	28.19488945	78	65	27	6046	200	-40	240	87	26	156	3	605	64	34	21	186	106	170	117	-38	-40	-13	29	74	109	128	121	97	61	15	4	28	31	55	95	148	182	200	198	163	116	72	43	47	34	36	36	44	48	61	61	60	62	64	52
SRR5647772	DK_Kar_14_39	Denmark	Karensminde	NA	NA	41883	55.945128	10.212586	fall	DK_Kar	pooled	Europe	DrosEU	40	SRR5647772	SRX2885336	NextSeq 500	wild	male	2014	244	0.00458425	Keep	0.07	0.07	0	0.02	0	0.01	0	DAE00100980	28.19488945	78	65	27	6046	200	-40	240	87	26	156	3	605	64	34	21	186	106	170	117	-38	-40	-13	29	74	109	128	121	97	61	15	4	28	31	55	95	148	182	200	198	163	116	72	43	47	34	36	36	44	48	61	61	60	62	64	52
SRR8494437	DK_Kar_16_4	Denmark	Karensminde Orchard	NA	NA	42696	55.945128	10.212586	fall	DK_Kar	pooled	Europe	DrosEU	40	SRR8494437	SRX5299030	HiSeq X Ten	wild	male	2016	327	0.003775811	Keep	0.13	0.07	0	0.01	0	0.01	0	DAE00100980	28.19488945	78	65	27	6046	200	-40	240	87	26	156	3	605	64	34	21	186	106	170	117	-38	-40	-13	29	74	109	128	121	97	61	15	4	28	31	55	95	148	182	200	198	163	116	72	43	47	34	36	36	44	48	61	61	60	62	64	52
SRR8494438	DK_Kar_16_3	Denmark	Karensminde Orchard	NA	NA	42628	55.945128	10.212586	fall	DK_Kar	pooled	Europe	DrosEU	40	SRR8494438	SRX5299029	HiSeq X Ten	wild	male	2016	259	0.003848099	Keep	0.15	0.08	0	0.01	0	0.01	0	DAE00100980	28.19488945	78	65	27	6046	200	-40	240	87	26	156	3	605	64	34	21	186	106	170	117	-38	-40	-13	29	74	109	128	121	97	61	15	4	28	31	55	95	148	182	200	198	163	116	72	43	47	34	36	36	44	48	61	61	60	62	64	52
SRR8494440	DK_Kar_16_2	Denmark	Karensminde Orchard	NA	NA	42529	55.945128	10.212586	spring	DK_Kar	pooled	Europe	DrosEU	40	SRR8494440	SRX5299027	HiSeq X Ten	wild	male	2016	160	0.00371527	Keep	0.36	0.09	0.01	0.01	0	0.01	0	DAE00100980	28.19488945	78	65	27	6046	200	-40	240	87	26	156	3	605	64	34	21	186	106	170	117	-38	-40	-13	29	74	109	128	121	97	61	15	4	28	31	55	95	148	182	200	198	163	116	72	43	47	34	36	36	44	48	61	61	60	62	64	52
SRR5647730	UA_Kha_14_46	Ukraine	Kharkiv	NA	NA	41896	49.81852778	36.05475	fall	UA_Kha	pooled	Europe	DrosEU	40	SRR5647730	SRX2885378	NextSeq 500	wild	male	2014	257	0.006830185	Exclude	0.17	0.07	0.06	0.02	0	0.01	0.02	UPM00034300	17.4159431	76	82	23	9816	259	-94	353	183	8	198	-52	528	61	29	20	168	97	167	120	-94	-88	-37	41	101	138	155	145	94	36	-15	-59	-34	-26	27	133	206	242	259	252	193	118	39	-8	44	32	29	36	48	59	61	47	46	38	44	44
SRR5647747	UA_Kha_14_45	Ukraine	Kharkiv	NA	NA	41846	49.81852778	36.05475	spring	UA_Kha	pooled	Europe	DrosEU	40	SRR5647747	SRX2885361	NextSeq 500	wild	male	2014	207	0.005630167	Exclude	0.2	0.09	0.1	0.02	0	0.02	0.04	UPM00034300	17.4159431	76	82	23	9816	259	-94	353	183	8	198	-52	528	61	29	20	168	97	167	120	-94	-88	-37	41	101	138	155	145	94	36	-15	-59	-34	-26	27	133	206	242	259	252	193	118	39	-8	44	32	29	36	48	59	61	47	46	38	44	44
SRR8439146	UA_Kha_15_19	Ukraine	Kharkiv	NA	NA	42236	49.81852778	36.05475	spring	UA_Kha	pooled	Europe	DrosEU	40	SRR8439146	SRX5246562	HiSeq X Ten	wild	male	2015	232	0.004825621	Keep	0.22	0.1	0.07	0.02	0	0.02	0.04	UPM00034300	17.4159431	76	82	23	9816	259	-94	353	183	8	198	-52	528	61	29	20	168	97	167	120	-94	-88	-37	41	101	138	155	145	94	36	-15	-59	-34	-26	27	133	206	242	259	252	193	118	39	-8	44	32	29	36	48	59	61	47	46	38	44	44
SRR8494446	UA_Kha_16_58	Ukraine	Kharkiv	NA	NA	42600	49.81852778	36.05475	spring	UA_Kha	pooled	Europe	DrosEU	40	SRR8494446	SRX5299021	HiSeq X Ten	wild	male	2016	231	0.00447315	Keep	0.17	0.03	0.08	0.04	0	0.02	0.09	UPM00034300	17.4159431	76	82	23	9816	259	-94	353	183	8	198	-52	528	61	29	20	168	97	167	120	-94	-88	-37	41	101	138	155	145	94	36	-15	-59	-34	-26	27	133	206	242	259	252	193	118	39	-8	44	32	29	36	48	59	61	47	46	38	44	44
SRR5647736	UA_Kyi_14_23	Ukraine	Kyiv	NA	NA	41860	50.34402778	30.48911111	spring	UA_Kyi	pooled	Europe	DrosEU	40	SRR5647736	SRX2885372	NextSeq 500	wild	male	2014	221	0.003978834	Keep	0.18	0.1	0.04	0.01	0	0.02	0.07	UPM00033345	6.968401905	78	81	24	9037	246	-83	329	189	-31	189	-41	636	86	36	27	226	122	226	136	-83	-73	-29	41	100	133	145	136	92	41	-5	-47	-27	-13	40	135	204	235	246	240	190	122	46	0	45	41	36	49	53	75	86	65	51	37	48	50
SRR5647737	UA_Kyi_14_24	Ukraine	Kyiv	NA	NA	41890	50.34402778	30.48911111	fall	UA_Kyi	pooled	Europe	DrosEU	40	SRR5647737	SRX2885371	NextSeq 500	wild	male	2014	251	0.003522885	Keep	0.24	0.09	0.04	0.03	0	0.01	0.08	UPM00033345	6.968401905	78	81	24	9037	246	-83	329	189	-31	189	-41	636	86	36	27	226	122	226	136	-83	-73	-29	41	100	133	145	136	92	41	-5	-47	-27	-13	40	135	204	235	246	240	190	122	46	0	45	41	36	49	53	75	86	65	51	37	48	50
SRR5647743	UA_Kyi_14_49	Ukraine	Kyiv	NA	NA	41923	50.34402778	30.48911111	fall	UA_Kyi	pooled	Europe	DrosEU	40	SRR5647743	SRX2885365	NextSeq 500	wild	male	2014	284	0.046136154	Exclude	0.17	0.18	0.05	0.05	0	0.02	0.03	UPM00033345	6.968401905	78	81	24	9037	246	-83	329	189	-31	189	-41	636	86	36	27	226	122	226	136	-83	-73	-29	41	100	133	145	136	92	41	-5	-47	-27	-13	40	135	204	235	246	240	190	122	46	0	45	41	36	49	53	75	86	65	51	37	48	50
SRR8439147	UA_Kyi_15_64	Ukraine	Kyiv (Vyshneve)	NA	NA	42226	50.383374	30.368038	spring	UA_Kyi	pooled	Europe	DrosEU	40	SRR8439147	SRX5246561	HiSeq X Ten	wild	male	2015	222	0.004285268	Keep	0.21	0.17	0.07	0.04	0	0.01	0.02	UPM00033345	11.88259282	78	81	24	9024	245	-84	329	188	-32	188	-41	636	86	36	27	227	120	227	133	-84	-74	-30	40	99	132	145	136	92	41	-4	-46	-27	-12	40	135	205	235	245	240	191	122	46	0	44	40	36	49	54	76	86	65	52	37	48	49
SRR8494428	UA_Kyi_16_45	Ukraine	Kyiv (Vyshneve)	NA	NA	42646	50.38	30.36	fall	UA_Kyi	pooled	Europe	DrosEU	40	SRR8494428	SRX5299039	HiSeq X Ten	wild	male	2016	277	0.005687955	Keep	0.3	0.13	0.07	0.04	0	0.04	0.05	UPM00033345	12.50923848	78	81	24	9024	245	-84	329	188	-32	188	-41	636	86	36	27	227	120	227	133	-84	-74	-30	40	99	132	145	136	92	41	-4	-46	-27	-12	40	135	205	235	245	240	191	122	46	0	44	40	36	49	54	76	86	65	52	37	48	49
SRR8494430	UA_Kyi_16_59	Ukraine	Kyiv (Vyshneve)	NA	NA	42588	50.38	30.36	spring	UA_Kyi	pooled	Europe	DrosEU	40	SRR8494430	SRX5299037	HiSeq X Ten	wild	male	2016	219	0.004164963	Keep	0.16	0.12	0.07	0.05	0.03	0.02	0.03	UPM00033345	12.50923848	78	81	24	9024	245	-84	329	188	-32	188	-41	636	86	36	27	227	120	227	133	-84	-74	-30	40	99	132	145	136	92	41	-4	-46	-27	-12	40	135	205	235	245	240	191	122	46	0	44	40	36	49	54	76	86	65	52	37	48	49
SRR8494466	UA_Kyi_16_44	Ukraine	Kyiv (Vyshneve)	NA	NA	42617	50.3834	30.3682	fall	UA_Kyi	pooled	Europe	DrosEU	40	SRR8494466	SRX5299001	HiSeq X Ten	wild	male	2016	248	0.005171642	Keep	0.24	0.1	0.07	0.03	0	0.02	0.03	UPM00033345	11.87075991	78	81	24	9024	245	-84	329	188	-32	188	-41	636	86	36	27	227	120	227	133	-84	-74	-30	40	99	132	145	136	92	41	-4	-46	-27	-12	40	135	205	235	245	240	191	122	46	0	44	40	36	49	54	76	86	65	52	37	48	49
SRR3590556	MA_la_12_fall	USA	Lancaster	Massachusetts	"Lancaster, MA"	41184	42.45	-71.67	fall	MA_la	pooled	NorthAmerica	DrosRTEC	63	SRR3590556	SRX1801501	Illumina HiSeq 2000	wild	male	2012	276	0.00500335	Keep	0.22	0.04	0	0.02	0.01	0.06	0.04	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105
SRR3590557	MA_la_12_spring	USA	Lancaster	Massachusetts	"Lancaster, MA"	41118	42.45	-71.67	spring	MA_la	pooled	NorthAmerica	DrosRTEC	100	SRR3590557	SRX1801502	Illumina HiSeq 2000	wild	male	2012	210	0.005127406	Keep	0.21	0.03	0	0.04	0	0.08	0.03	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105
SRR3939080	MA_la_14_fall	USA	Lancaster	Massachusetts	"Lancaster, MA"	41932	42.45	-71.67	fall	MA_la	pooled	NorthAmerica	DrosRTEC	90	SRR3939080	SRX1968309	Illumina HiSeq 4000	wild	male	2014	293	0.003457938	Keep	0.2	0.04	0	0.03	0	0.06	0.01	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105
SRR3939082	MA_la_14_spring	USA	Lancaster	Massachusetts	"Lancaster, MA"	41840	42.45	-71.67	spring	MA_la	pooled	NorthAmerica	DrosRTEC	32	SRR3939082	SRX1968311	Illumina HiSeq 4000	wild	male	2014	201	0.003758468	Keep	0.13	0.05	0	0.04	0	0.12	0.02	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105
SRR1525768	PA_li_09_spring	USA	Linvilla	Pennsylvania	"Linvilla, PA"	40009	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	55	SRR1525768	SRX661837	Illumina HiSeq 2000	F1	male	2009	196	0.005140129	Keep	0.11	0.04	0	0.01	0.03	0.04	0.02	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR1525769	PA_li_09_fall	USA	Linvilla	Pennsylvania	"Linvilla, PA"	40132	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	74	SRR1525769	SRX661838	Illumina HiSeq 2000	F1	male	2009	319	0.004937249	Keep	0.11	0.06	0	0.01	0.03	0.03	0.07	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR1525770	PA_li_10_spring	USA	Linvilla	Pennsylvania	"Linvilla, PA"	40374	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	116	SRR1525770	SRX661839	Illumina HiSeq 2000	F1	male	2010	196	0.005880256	Keep	0.23	0.05	0.01	0.01	0	0.05	0.1	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR1525771	PA_li_10_fall	USA	Linvilla	Pennsylvania	"Linvilla, PA"	40497	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	33	SRR1525771	SRX661840	Illumina HiSeq 2000	F1	male	2010	319	0.004972022	Keep	0.18	0.01	0.02	0.01	0	0.04	0.04	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR1525772	PA_li_11_spring	USA	Linvilla	Pennsylvania	"Linvilla, PA"	40739	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	75	SRR1525772	SRX661841	Illumina HiSeq 2000	F1	male	2011	196	0.005416535	Keep	0.14	0.03	0.01	0.01	0.04	0.03	0.03	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR1525773	PA_li_11_fall	USA	Linvilla	Pennsylvania	"Linvilla, PA"	40831	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	47	SRR1525773	SRX661842	Illumina HiSeq 2000	F1	male	2011	288	0.004727083	Exclude	0.2	0.08	0.03	0.03	0.02	0.06	0.08	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR1525774	PA_li_11_frost	USA	Linvilla	Pennsylvania	"Linvilla, PA"	40862	39.88	-75.41	frost	PA_li	pooled	NorthAmerica	DrosRTEC	50	SRR1525774	SRX661843	Illumina HiSeq 2000	F1	male	2011	319	0.03230169	Keep	0.18	0.03	0.04	0.01	0.01	0.06	0.08	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3590560	PA_li_12_fall	USA	Linvilla	Pennsylvania	"Linvilla, PA"	41192	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	100	SRR3590560	SRX1801505	Illumina HiSeq 2000	wild	male	2012	284	0.050273014	Keep	0.19	0.03	0.02	0.01	0	0.02	0.03	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3590561	PA_li_12_spring	USA	Linvilla	Pennsylvania	"Linvilla, PA"	41106	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	115	SRR3590561	SRX1801506	Illumina HiSeq 2000	wild	male	2012	198	0.021895848	Keep	0.17	0.08	0	0.01	0.02	0.04	0.08	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3590563	PA_li_12_sum	USA	Linvilla	Pennsylvania	"Linvilla, PA"	41165	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	50	SRR3590563	SRX1801508	Illumina HiSeq 2000	wild	male	2012	257	0.00509365	Keep	0.18	0.04	0.03	0.01	0.02	0.03	0.05	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3939095	PA_li_13_spring	USA	Linvilla	Pennsylvania	"Linvilla, PA"	41440	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	54	SRR3939095	SRX1968324	Illumina HiSeq 4000	wild	male	2013	166	0.004103167	Keep	0.14	0.07	0.01	0.02	0.06	0.03	0.03	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3939096	PA_li_14_fall	USA	Linvilla	Pennsylvania	"Linvilla, PA"	41929	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	50	SRR3939096	SRX1968325	Illumina HiSeq 4000	wild	male	2014	290	0.003716307	Keep	0.19	0.08	0	0.02	0	0.04	0.09	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3939097	PA_li_14_spring	USA	Linvilla	Pennsylvania	"Linvilla, PA"	41817	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	92	SRR3939097	SRX1968326	Illumina HiSeq 4000	wild	male	2014	178	0.004035619	Keep	0.2	0.04	0	0.01	0	0.04	0.06	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3939098	PA_li_15_fall	USA	Linvilla	Pennsylvania	"Linvilla, PA"	42292	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	52	SRR3939098	SRX1968327	Illumina HiSeq 4000	wild	male	2015	288	0.054860886	Keep	0.16	0.04	0	0.01	0.01	0.03	0.03	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR3939099	PA_li_15_spring	USA	Linvilla	Pennsylvania	"Linvilla, PA"	42200	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	74	SRR3939099	SRX1968328	Illumina HiSeq 4000	wild	male	2015	196	0.004052845	Keep	0.22	0.07	0.01	0.01	0.02	0.05	0.02	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91
SRR5647735	SE_Lun_14_30	Sweden	Lund	NA	NA	41851	55.694	13.198	spring	SE_Lun	pooled	Europe	DrosEU	40	SRR5647735	SRX2885373	NextSeq 500	wild	male	2014	212	0.003518129	Keep	0.16	0.03	0.01	0.04	0.02	0.01	0.02	SWE00137534	15.7543378	79	61	26	6160	202	-27	229	153	25	160	5	645	67	34	22	197	113	185	152	-23	-27	-8	24	72	112	131	127	100	67	13	-1	23	24	50	93	148	190	202	199	163	118	69	35	55	34	42	37	41	51	67	67	63	63	62	63
SRR8439151	SE_Lun_15_15	Sweden	Lund	NA	NA	42224	55.694	13.198	spring	SE_Lun	pooled	Europe	DrosEU	40	SRR8439151	SRX5246557	HiSeq X Ten	wild	male	2015	220	0.003342495	Keep	0.09	0.01	0	0.01	0.01	0.01	0.01	SWE00137534	15.7543378	79	61	26	6160	202	-27	229	153	25	160	5	645	67	34	22	197	113	185	152	-23	-27	-8	24	72	112	131	127	100	67	13	-1	23	24	50	93	148	190	202	199	163	118	69	35	55	34	42	37	41	51	67	67	63	63	62	63
SRR8439156	SE_Lun_15_14	Sweden	Lund	NA	NA	42240	55.694	13.198	spring	SE_Lun	pooled	Europe	DrosEU	40	SRR8439156	SRX5246552	HiSeq X Ten	wild	male	2015	236	0.003390837	Keep	0.16	0.01	0.03	0.03	0	0.01	0.02	SWE00137534	15.7543378	79	61	26	6160	202	-27	229	153	25	160	5	645	67	34	22	197	113	185	152	-23	-27	-8	24	72	112	131	127	100	67	13	-1	23	24	50	93	148	190	202	199	163	118	69	35	55	34	42	37	41	51	67	67	63	63	62	63
SRR5647759	UK_Lut_14_13	United Kingdom	Lutterworth	NA	NA	41932	52.433592	-1.102667	fall	UK_Lut	pooled	Europe	DrosEU	40	SRR5647759	SRX2885349	NextSeq 500	wild	male	2014	293	0.003335036	Keep	0.08	0.02	0.02	0.01	0	0.03	0.02	UKE00105909	42.50732321	93	75	35	4883	211	-2	213	40	57	157	32	645	61	42	10	174	139	169	158	-2	3	22	43	72	101	119	114	93	63	29	11	54	61	92	122	159	193	211	205	178	136	88	66	56	42	50	47	54	55	53	61	55	54	58	60
SRR5647760	UK_Mar_14_12	United Kingdom	Market Harborough	NA	NA	41932	52.475769	-0.921517	fall	UK_Mar	pooled	Europe	DrosEU	40	SRR5647760	SRX2885348	NextSeq 500	wild	male	2014	293	0.003222241	Keep	0.01	0.02	0.03	0.01	0	0.01	0.04	UKE00156876	45.79790339	95	75	34	4946	214	-1	215	159	59	159	33	624	60	40	10	167	134	167	150	-1	5	24	46	75	104	122	117	95	65	30	12	55	62	95	124	162	195	214	208	180	138	89	67	53	40	48	46	53	55	52	60	53	51	56	57
SRR8439121	UK_Mar_15_42	United Kingdom	Market Harborough	NA	NA	42192	52.4608	-0.959	spring	UK_Mar	pooled	Europe	DrosEU	40	SRR8439121	SRX5246587	HiSeq X Ten	wild	male	2015	188	0.0041033	Keep	0.04	0.01	0.01	0.01	0	0.01	0	UKE00156876	46.12705185	94	75	34	4911	214	-1	215	41	58	158	33	630	60	41	9	168	136	167	153	-1	5	24	45	74	103	121	116	95	65	30	12	55	62	94	124	161	194	214	207	180	138	89	67	54	41	49	46	53	55	52	60	54	52	56	58
SRR8494432	UK_Mar_16_53	United Kingdom	Market Harborough	NA	NA	42666	52.46	-0.959	fall	UK_Mar	pooled	Europe	DrosEU	40	SRR8494432	SRX5299035	HiSeq X Ten	wild	male	2016	297	0.003883084	Keep	0.13	0.03	0	0.02	0	0.01	0.01	UKE00156876	46.20767936	94	75	34	4911	214	-1	215	41	58	158	33	630	60	41	9	168	136	167	153	-1	5	24	45	74	103	121	116	95	65	30	12	55	62	94	124	161	194	214	207	180	138	89	67	54	41	49	46	53	55	52	60	54	52	56	58
